imagen,precio,titulo
https://www.fybeca.com/images/thumbnail/41175.jpg,15.00,la sante - vitamina c-tabletas masticables tutti frutti 500 mg 
https://www.fybeca.com/images/thumbnail/235354.jpg,15.00,"coenzima - q10, actua en enfermedades degenerativas - 50mg"
https://www.fybeca.com/images/thumbnail/283227.jpg,5.40,coenzima q plus capsulas caja 20 unidades
https://www.fybeca.com/images/thumbnail/260336.jpg,8.16,tearsoft gotas 15 ml
https://www.fybeca.com/images/thumbnail/4032.jpg,19.20,cebion tabletas masticables tropical 500mg
https://www.fybeca.com/images/thumbnail/97716.jpg,19.10,cebion minis multisabores 100 mg
https://www.fybeca.com/images/thumbnail/4678.jpg,18.24,cebion tabletas masticables fresa 500 mg
https://www.fybeca.com/images/thumbnail/269894.jpg,10.53,cebion cebion pack x 30
https://www.fybeca.com/images/thumbnail/2054.jpg,3.17,cebion fresa 30 ml
https://www.fybeca.com/images/thumbnail/758.jpg,3.51,cebion tabs. eferv. 1gr. naranja t/10
https://www.fybeca.com/images/thumbnail/757.jpg,4.99,cebion calcio + vitamina c 
https://www.fybeca.com/images/thumbnail/2772.jpg,10.62,"kiadon gotas 40 mg, frasco 28 ml"
https://www.fybeca.com/images/thumbnail/637.jpg,2.90,complejo b (life) jarabe f/120 ml.
https://www.fybeca.com/images/thumbnail/226684.jpg,56.40,total magnesiano stress 7 mg 
https://www.fybeca.com/images/thumbnail/169555.jpg,55.80,total magnesiano comprimidos recubiertos 528 mg
https://www.fybeca.com/images/thumbnail/294930.jpg,10.73,dayamin vitamínico - jarabe 120 ml.
https://www.fybeca.com/images/thumbnail/156870.jpg,12.54,pharmaton kiddi kiddy jbe f/200 ml ddi 
https://www.fybeca.com/images/thumbnail/100163839.jpg,19.90,mixavit infantil jarabe f/ 300 ml
https://www.fybeca.com/images/thumbnail/100190246.jpg,5.99,redoxon total tabletas efervescentes t/10
https://www.fybeca.com/images/thumbnail/100190435.jpg,16.45,redoxon total tabletas efervescentes t/30
https://www.fybeca.com/images/thumbnail/100161238.jpg,5.28,redoxitos total gomitas masticables x 25
https://www.fybeca.com/images/thumbnail/68572.jpg,5.45,redoxon otc doble accion efer.naranja t/10
https://www.fybeca.com/images/thumbnail/1934.jpg,3.85,redoxon otc gotas f/20 cc.
,6.50,redoxon eferv. 2 gr. t/10
https://www.fybeca.com/images/thumbnail/5104.jpg,16.80,gerimax 30 tabletas 
https://www.fybeca.com/images/thumbnail/58173.jpg,18.90,gerimax ginseng tabletas
https://www.fybeca.com/images/thumbnail/153725.jpg,17.70,berocca performance
https://www.fybeca.com/images/thumbnail/100155733.jpg,20.00,berocca performance tabletas eferv. c/30
https://www.fybeca.com/images/thumbnail/162044.jpg,7.50,berocca performance comprimidos efervescentes 
https://www.fybeca.com/images/thumbnail/913.jpg,16.50,supradyn caps. f/30 sueltas
https://www.fybeca.com/images/thumbnail/227084.jpg,4.25,goldenvit 100 gr
https://www.fybeca.com/images/thumbnail/188635.jpg,5.20,hierrovit ultra 220 ml
https://www.fybeca.com/images/thumbnail/144144.jpg,26.40,vitafem comprimidos recubiertos
https://www.fybeca.com/images/thumbnail/100117030.jpg,7.88,adventure time gomitas frasco 180gr
https://www.fybeca.com/images/thumbnail/5027.jpg,3.18,complejo b lamosan jbe. f/120 ml.
https://www.fybeca.com/images/thumbnail/114497.jpg,13.50,ferro-b - complex folic antianémico
https://www.fybeca.com/images/thumbnail/582.jpg,4.99,ferro-b complex elixir f/240 cc.
https://www.fybeca.com/images/thumbnail/288566.jpg,9.80,propovit 500mg/200ui
https://www.fybeca.com/images/thumbnail/1535.jpg,4.80,citrovit-ls 500mg
https://www.fybeca.com/images/thumbnail/100117031.jpg,17.04,jelly vit gomitas funda c/6 suelta
https://www.fybeca.com/images/thumbnail/100117128.jpg,7.01,jelly vit gomitas frasco 180gr
https://www.fybeca.com/images/thumbnail/100119929.jpg,20.40,magcyl sobres 2gr caja x30 
https://www.fybeca.com/images/thumbnail/100072717.jpg,21.60,calcibon d tabs 800 c/60 suelta
https://www.fybeca.com/images/thumbnail/100089727.jpg,13.80,calcibon d soya forte  tabletas c/30 
https://www.fybeca.com/images/thumbnail/100072715.jpg,12.90,calcibon d tabs 800 c/30 suelta
https://www.fybeca.com/images/thumbnail/1534.jpg,4.20,decavit-m
https://www.fybeca.com/images/thumbnail/51624.jpg,4.55,enervit gotas f/10  ml.
https://www.fybeca.com/images/thumbnail/5142.jpg,23.40,kobil ems capsulas
https://www.fybeca.com/images/thumbnail/5141.jpg,18.00,kobil e capsulas
https://www.fybeca.com/images/thumbnail/1542.jpg,12.60,supravital capsulas
https://www.fybeca.com/images/thumbnail/44276.jpg,9.60,supravital platinum capsulas 
https://www.fybeca.com/images/thumbnail/35790.jpg,12.00,miobi caps. blandas c/30 sueltas
https://www.fybeca.com/images/thumbnail/40910.jpg,15.12,la sante - vitamina c naranja 500 mg - 12 sobres de 12 tabletas masticables cada uno. 
https://www.fybeca.com/images/thumbnail/246571.jpg,11.00,hepacolin caja x 5 ampollas sueltas
https://www.fybeca.com/images/thumbnail/2330.jpg,16.50,etec 1000 capsulas blandas 1000
https://www.fybeca.com/images/thumbnail/100133232.jpg,9.50,calcid comprimidos recubiertos 500mg
https://www.fybeca.com/images/thumbnail/5068.jpg,13.50,fortic-hem 30 tabletas. 
https://www.fybeca.com/images/thumbnail/4422.jpg,6.00,fortic-hem jarabe f/120 ml.
https://www.fybeca.com/images/thumbnail/4465.jpg,8.70,feroglobin b-12 
https://www.fybeca.com/images/thumbnail/59190.jpg,16.59,feroglobin b-12 jarabe 200 ml.
https://www.fybeca.com/images/thumbnail/46979.jpg,5.46,enervit jalea f/120 ml.
https://www.fybeca.com/images/thumbnail/4239.jpg,15.90,ultrac e caps. blandas c/30 sueltas
https://www.fybeca.com/images/thumbnail/5020.jpg,17.52,mixavit tabs. m c/24 sueltas
https://www.fybeca.com/images/thumbnail/161864.jpg,13.90,mixavit infantil jarabe f/180 ml.
https://www.fybeca.com/images/thumbnail/236404.jpg,6.60,recom-b caja x 30 sueltas
,11.20,altazinc tab 10mg  c/40 suelta
https://www.fybeca.com/images/thumbnail/100097237.jpg,8.70,egogyn capsulas blandas 400ui c/30
https://www.fybeca.com/images/thumbnail/41895.jpg,15.00,egogyn 1000 u.i vitamina e capsulas caja de 30 unidades
https://www.fybeca.com/images/thumbnail/41929.jpg,14.40,perfectil capsulas caja 30 unidades
https://www.fybeca.com/images/thumbnail/100142538.jpg,17.98,feroglobin liquid plus jarabe 200 ml
,13.10,raquiferol amp. bebibles 2000ui f/10ml c/5 sueltas
https://www.fybeca.com/images/thumbnail/248453.jpg,16.80,orange c - vitamina c 500 mg
https://www.fybeca.com/images/thumbnail/45507.jpg,4.20,complamin 120 ml.
,8.40,altazinc solución oral gotas 5mg fsco/30ml
https://www.fybeca.com/images/thumbnail/100150432.jpg,3.00,calcio + vitamina d 600 mg tabs. recub. c/30 sueltas
,10.00,neural 3 25000 ampolla 3ml c/1
,48.00,potenciator amp bebibles 10 ml caja x20 sueltas
https://www.fybeca.com/images/thumbnail/83684.jpg,13.50,terso vit q10/e tabs. c/30 sueltas
https://www.fybeca.com/images/thumbnail/4317.jpg,3.20,adecil oral 120 ml
https://www.fybeca.com/images/thumbnail/3419.jpg,2.99,adecil oral 10 ml
https://www.fybeca.com/images/thumbnail/4466.jpg,10.20,osteocare
https://www.fybeca.com/images/thumbnail/4804.jpg,17.70,energit 30 cápsulas 
https://www.fybeca.com/images/thumbnail/100032015.jpg,19.50,energit forte capsulas
https://www.fybeca.com/images/thumbnail/100191932.jpg,4.99,nutribio kids jalea t/100g
https://www.fybeca.com/images/thumbnail/1533.jpg,6.50,vita b usd
https://www.fybeca.com/images/thumbnail/1531.jpg,13.00,vita e (interpharm) caps. 400 u.i. f/50 sueltas
https://www.fybeca.com/images/thumbnail/100186437.jpg,8.54,ce calcio kids suspension oral f/180 ml
https://www.fybeca.com/images/thumbnail/95706.jpg,18.49,kid cal susp. tutti frutti  f/180 ml
https://www.fybeca.com/images/thumbnail/69393.jpg,18.49,kid cal susp. fresa  f/180ml
https://www.fybeca.com/images/thumbnail/52310.jpg,18.30,immuvit plus q10 capsulas
https://www.fybeca.com/images/thumbnail/103669.jpg,7.50,mk - biocalcium d 500 mg
https://www.fybeca.com/images/thumbnail/1801.jpg,2.99,complexan jarabe f/120 ml.
https://www.fybeca.com/images/thumbnail/3429.jpg,6.00,hierrovit forte
https://www.fybeca.com/images/thumbnail/100072815.jpg,16.00,pack vita c mas zinc (mk) masticables 500mg sabor a mandarina
https://www.fybeca.com/images/thumbnail/100072823.jpg,16.00,pack vita c mas zinc (mk) masticables 500mg sabor a fresa
https://www.fybeca.com/images/thumbnail/1352.jpg,21.30,pharmaton capsulas 30 unidades
https://www.fybeca.com/images/thumbnail/1532.jpg,8.70,vita e (interpharm) caps. 400 u.i. f/30 sueltas
https://www.fybeca.com/images/thumbnail/302244.jpg,5.50,emulsion scott cereza 200ml
https://www.fybeca.com/images/thumbnail/284515.jpg,3.65,cebio forte vitamina c 1 gr + zinc sabor a naranja caja 10 unidades
https://www.fybeca.com/images/thumbnail/279146.jpg,26.95,calcibon natal forte natal forte frasco x 30 tabs
https://www.fybeca.com/images/thumbnail/116167.jpg,6.50,fortic-hem 30 ml.
https://www.fybeca.com/images/thumbnail/301572.jpg,7.20,hapeco plus capsulas caja 24 unidades
https://www.fybeca.com/images/thumbnail/57246.jpg,16.80,vitacap - g
https://www.fybeca.com/images/thumbnail/64489.jpg,6.50,dalivit jalea t/100 gr.
https://www.fybeca.com/images/thumbnail/302704.jpg,8.40,fortzink caps. 20mg c/20
https://www.fybeca.com/images/thumbnail/302703.jpg,8.40,fortzink fortzink jarabe 20mg f/120ml
https://www.fybeca.com/images/thumbnail/100072819.jpg,16.00,pack vita c mas zinc (mk) masticables 500mg sabor a tuti fruti
https://www.fybeca.com/images/thumbnail/100072821.jpg,16.00,pack vita c mas zinc (mk) masticables 500mg sabor a cereza
https://www.fybeca.com/images/thumbnail/100070215.jpg,16.00,pack vita c +zinc (mk) mast 500mg nja suelta
https://www.fybeca.com/images/thumbnail/293001.jpg,13.80,vita c + zinc (mk) pack x 3 efervescente
https://www.fybeca.com/images/thumbnail/269591.jpg,4.83,vita c + zinc (mk) eferv 1 gr+zinc naranja t/10
https://www.fybeca.com/images/thumbnail/1933.jpg,8.70,benexol forte comprimidos 
https://www.fybeca.com/images/thumbnail/100089329.jpg,17.70,recorderis memory+energy tabs rec c/30
https://www.fybeca.com/images/thumbnail/230446.jpg,15.90,recorderis
https://www.fybeca.com/images/thumbnail/186353.jpg,4.58,complevita 120 ml.
https://www.fybeca.com/images/thumbnail/186352.jpg,4.40,complevita gotas 30 ml
https://www.fybeca.com/images/thumbnail/269590.jpg,4.83,vita c + zinc (mk) eferv 1 gr+zinc mandarina t/10
https://www.fybeca.com/images/thumbnail/226660.jpg,12.19,supradyn niños gomitas masticables
https://www.fybeca.com/images/thumbnail/183611.jpg,14.88,medigener - vitamina c naranja 500 mg  pack 5
https://www.fybeca.com/images/thumbnail/183610.jpg,15.12,"medigener - vitamina c, medigener sabor a chicle - 500 mg, 12 sobres de 12 tabletas cada una pack 5"
